(newlook appli)=0.6666666666666666
(dor podcast)=0.13333333333333333
(gotta throw)=0.125
(savinaheartland dank)=1.0
(im crave)=0.009345794392523364
(pain mee)=0.1111111111111111
(im hate)=0.007692307692307693
(want die)=0.031746031746031744
(peachmango green)=1.0
(beatl kink)=0.6666666666666666
(agnesbruckn envi)=0.6666666666666666
(week perfect)=0.0625
(school hang)=0.25
(mix atom)=0.4
(till ladder)=0.1
(join game)=0.2
(dude rigga)=0.2
(d love)=8.347245409015025E-4
(leav review)=0.125
(okay guess)=0.25
(goal guess)=0.3333333333333333
(yellow squash)=0.6666666666666666
(joe mango)=0.5
(wish stand)=0.09090909090909091
(emacunningham peopl)=1.0
(jdominuss errinnnnnn)=1.0
(ancia levi)=0.5
(homemad thai)=0.6666666666666666
(gonna abl)=0.10526315789473684
(specialdalla didnt)=1.0
(chiptownfc vet)=0.6666666666666666
(dont play)=0.16666666666666666
(escap tropic)=0.6666666666666666
(xx anyway)=0.07407407407407407
(homi sutro)=0.5
(mango kush)=0.0029806259314456036
(bring sing)=0.2222222222222222
(cougar day)=0.6666666666666666
(sangriatequila snappl)=0.6666666666666666
(littl fantasi)=0.18181818181818182
(guess tomm)=0.0025575447570332483
(atm guess)=0.4
(day safecofield)=0.01904761904761905
(whitman hpproud)=0.6666666666666666
(hire aid)=0.125
(flavor love)=0.4
(loveu favpeopl)=0.6666666666666666
(mango nectar)=0.003937007874015748
(take reveng)=0.25
(guess wayyy)=0.003129890453834116
(aggress eat)=0.6666666666666666
(say thank)=0.1111111111111111
(fli seen)=0.1
(liveswel heck)=0.6666666666666666
(ive pretti)=0.041666666666666664
(rag n)=0.05263157894736842
(mango avocado)=0.007662835249042145
(hous year)=0.25
(bday parti)=0.5
(desper hurt)=0.6666666666666666
(aquariusunit aquarian)=1.0
(bootlegg serv)=0.6666666666666666
(word lvg)=0.2857142857142857
(kind hint)=0.14285714285714285
(want lgbt)=0.028985507246376812
(hey thejenwilkinson)=0.03333333333333333
(loui say)=0.6666666666666666
(set tomorrotoday)=0.16666666666666666
(mango fever)=0.003129890453834116
(free speech)=0.23076923076923078
(adel hometown)=0.5
(restaur normandin)=0.5
(flore shes)=0.4
(mango salad)=0.015503875968992248
(obsess bob)=0.2222222222222222
(challeng hi)=0.6666666666666666
(jay losebclion)=0.1111111111111111
(u wish)=6.226650062266501E-4
(valuabl resourc)=0.6666666666666666
(platter serv)=0.6666666666666666
(summer sit)=0.1
(killshotpc twitch)=1.0
(ehplab oxyshr)=0.6666666666666666
(dcopaken observ)=0.5
(roast new)=0.2222222222222222
(chargé comptesgest)=0.6666666666666666
(look forward)=0.041666666666666664
(silverrrrri whitish)=0.6666666666666666
(cri coz)=0.15384615384615385
(liter rag)=0.15384615384615385
(trafficdxb guess)=0.6666666666666666
(levi homi)=0.013605442176870748
(delorean nearbi)=0.6666666666666666
(that suck)=0.02127659574468085
(shubhambhuyaat chikchirp)=1.0
(nice guess)=0.13333333333333333
(crave benjarong)=1.0
(omair found)=1.0
(weather nice)=0.25
(later im)=0.4
(light guess)=0.25
(guess finger)=0.0029940119760479044
(sarahkendzior love)=1.0
(tajin wait)=0.5
(dream death)=0.1111111111111111
(year today)=0.05714285714285714
(aw usual)=0.021505376344086023
(ladder start)=0.2
(street poverti)=0.2222222222222222
(giraffevib actual)=1.0
(yup u)=0.6666666666666666
(hav pain)=0.02666666666666667
(end cemeronndallass)=0.02197802197802198
(asfo ournationaldialoug)=1.0
(restaur tioiansresto)=0.2222222222222222
(alissaokada guess)=1.0
(friend im)=0.07142857142857142
(hail selassi)=0.6666666666666666
(courag attempt)=0.6666666666666666
(time bed)=0.03571428571428571
(yummi pineappl)=0.4
(roster lamb)=0.6666666666666666
(male soap)=0.2857142857142857
(coach think)=0.6666666666666666
(guy gamer)=0.07142857142857142
(radxyulissa eat)=0.6666666666666666
(mikesinatra theyr)=1.0
(mango shake)=0.0030165912518853697
(wanna know)=0.2
(forev birthdaygirl)=0.046511627906976744
(mean buh)=0.1
(mango cheesecak)=0.009146341463414634
(real age)=0.0425531914893617
(gilt springlaned)=0.6666666666666666
(leav chines)=0.15384615384615385
(save yaqub)=0.2857142857142857
(– plasma)=0.5
(omg guy)=0.3333333333333333
(sushi levi)=0.2
(danielaizenman guess)=1.0
(s diy)=3.597769382982551E-4
(thai siam)=0.6666666666666666
(thing good)=0.05555555555555555
(fatbellybella amandam)=1.0
(mangooatm nomnom)=0.6666666666666666
(sec cocktail)=0.058823529411764705
(wonder love)=0.5
(ther giant)=0.041666666666666664
(mango nice)=0.003780718336483932
(graci guess)=0.6666666666666666
(mangoobsess prime)=0.6666666666666666
(tomm bulk)=0.4
(fun levi)=0.07317073170731707
(repair guess)=0.6666666666666666
(teronet appli)=0.6666666666666666
(plan guess)=0.2
(ill wait)=0.024390243902439025
(swan blackswan)=0.4
(mexican puerto)=0.6666666666666666
(account alphons)=0.2222222222222222
(section aw)=0.6666666666666666
(nerdboy hey)=0.5
(just met)=0.026785714285714284
(uh good)=0.14285714285714285
(hainaultelit levi)=0.6666666666666666
(command boat)=0.5
(slushi budlight)=0.6666666666666666
(downi isaaccastor)=1.0
(direct jey)=0.2857142857142857
(happen thank)=0.10526315789473684
(tanam pokok)=0.6666666666666666
(levi outletmal)=0.04
(mango shit)=0.003418803418803419
(barney broke)=0.6666666666666666
(planificateurtric fabric)=0.6666666666666666
(guy disneyland)=0.06666666666666667
(got better)=0.041666666666666664
(better age)=0.06896551724137931
(black mango)=0.14285714285714285
(sunni day)=0.6666666666666666
(hope ur)=0.11764705882352941
(probirdright eat)=1.0
(karen doesnt)=0.6666666666666666
(kinda sad)=0.5
(address thigh)=0.4
(garlic bread)=0.75
(fund evil)=0.2857142857142857
(job chargé)=0.029850746268656716
(worst book)=0.3333333333333333
(ian restaur)=0.06896551724137931
(fruit tea)=0.05405405405405406
(forthenight sa)=0.6666666666666666
(today special)=0.08695652173913043
(mango memori)=0.0056657223796034
(guess spam)=0.0023612750885478157
(d jey)=8.449514152936206E-4
(chain short)=0.6666666666666666
(concert tonight)=0.16666666666666666
(tea hot)=0.031746031746031744
(promot weight)=0.6666666666666666
(man scare)=0.003766478342749529
(work safe)=0.02702702702702703
(week ago)=0.06060606060606061
(dinah happi)=1.0
(just morn)=0.01834862385321101
(alo mango)=0.07407407407407407
(direct carri)=0.25
(wast biohazard)=0.2857142857142857
(starbuck verizonsupport)=0.2222222222222222
(make today)=0.03773584905660377
(gotta relearn)=0.14285714285714285
(rest understand)=0.125
(seed insid)=0.4
(gotta delet)=0.10526315789473684
(man e)=0.0029498525073746312
(guess get)=0.004106776180698152
(gotta wait)=0.1
(art stationeri)=0.02631578947368421
(butterfli pic)=0.4
(dream broke)=0.125
(proud luckygirl)=0.4
(peopl ide)=0.06451612903225806
(want mango)=0.06
(guess love)=0.005813953488372093
(lemonad commend)=0.125
(tommi tavern)=0.6666666666666666
(stephenedwardyt guess)=1.0
(cours unriv)=0.2857142857142857
(string high)=0.2857142857142857
(mango graham)=0.003169572107765452
(bhi insecur)=0.6666666666666666
(toooo sleepi)=0.5
(iamminniee hhahahaha)=0.6666666666666666
(babi levi)=0.2857142857142857
(honour u)=0.6666666666666666
(dice ½)=0.6666666666666666
(beauti mango)=0.5
(mode guess)=0.13333333333333333
(bird bird)=0.2857142857142857
(coral coast)=0.6
(go berlin)=0.0024509803921568627
(photo rag)=0.16666666666666666
(shave ice)=0.4
(thank come)=0.06896551724137931
(coffe road)=0.5
(unfit symbol)=0.6666666666666666
(current meta)=0.3333333333333333
(fashion watch)=0.2857142857142857
(msdev guess)=1.0
(half mango)=0.3333333333333333
(face road)=0.3333333333333333
(andyblakephoto dress)=0.6666666666666666
(orang sparklingic)=0.25
(mango cream)=0.0041841004184100415
(peopl talk)=0.0625
(ago guess)=0.25
(reali masterpiec)=0.2857142857142857
(westballz felt)=0.6666666666666666
(hwarlow alfr)=1.0
(lol guess)=0.05714285714285714
(shot littl)=0.6666666666666666
(love dcopaken)=0.021505376344086023
(wish follow)=0.06896551724137931
(tell contin)=0.13333333333333333
(crave mango)=0.6666666666666666
(horticulteurhorticultric need)=1.0
(levi quebec)=0.00909090909090909
(that want)=0.018018018018018018
(mango shea)=0.005208333333333333
(dont understand)=0.03636363636363636
(lukesosloljok just)=1.0
(vs torontobluejaysand)=0.2222222222222222
(tournament rip)=0.6666666666666666
(abt tomorrow)=0.4
(read authent)=0.0425531914893617
(get sweet)=0.0625
(homi guess)=0.4
(hug ootd)=0.3333333333333333
(wv membership)=0.6666666666666666
(levisuk risebristol)=0.6666666666666666
(locoforsur orang)=1.0
(like today)=0.018691588785046728
(program mango)=0.5
(what im)=0.1
(frazelledazzel caiti)=1.0
(accuchekus lifechang)=1.0
(sorri bad)=0.25
(twice guess)=0.6666666666666666
(punjab human)=0.3333333333333333
(ah guess)=0.024
(media meet)=0.25
(weekend night)=0.14285714285714285
(bought sneaker)=0.2857142857142857
(mango poster)=0.007067137809187279
(spend day)=0.2
(lashingsworldxi mangojfccc)=0.6666666666666666
(pinnacl w)=0.6666666666666666
(annggeellh thank)=1.0
(vintagecongo zaïr)=0.6666666666666666
(punch ide)=0.4
(nighteim allerg)=0.6666666666666666
(black satchel)=0.15384615384615385
(pig guess)=0.6666666666666666
(tree present)=0.14285714285714285
(kaa lenni)=0.6666666666666666
